 x	data2	data1	
17.08	-0.0149637	1.35078e-08	
17.09	-0.0159791	1.33067e-08	
17.1	-0.0169956	1.31086e-08	
17.11	-0.0180131	1.29134e-08	
17.12	-0.0190317	1.27211e-08	
17.13	-0.0200512	1.25318e-08	
17.14	-0.0210718	1.23452e-08	
17.15	-0.0220933	1.21614e-08	
17.16	-0.0231159	1.19803e-08	
17.17	-0.0241396	1.1802e-08	
17.18	-0.0251642	1.16263e-08	
17.19	-0.0261899	1.14532e-08	
17.2	-0.0272166	1.12826e-08	
17.21	-0.0282443	1.11147e-08	
17.22	-0.0292731	1.09492e-08	
17.23	-0.0303029	1.07862e-08	
17.24	-0.0313337	1.06256e-08	
17.25	-0.0323655	1.04674e-08	
17.26	-0.0333984	1.03116e-08	
17.27	-0.0344323	1.0158e-08	
17.28	-0.0354673	1.00068e-08	
17.29	-0.0365033	9.85783e-09	
17.3	-0.0375403	9.71106e-09	
17.31	-0.0385784	9.56648e-09	
17.32	-0.0396175	9.42406e-09	
17.33	-0.0406576	9.28375e-09	
17.34	-0.0416988	9.14554e-09	
17.35	-0.042741	9.00938e-09	
17.36	-0.0437843	8.87524e-09	
17.37	-0.0448286	8.74311e-09	
17.38	-0.0458739	8.61294e-09	
17.39	-0.0469203	8.48471e-09	
17.4	-0.0479678	8.35839e-09	
17.41	-0.0490162	8.23395e-09	
17.42	-0.0500658	8.11136e-09	
17.43	-0.0511164	7.9906e-09	
17.44	-0.052168	7.87164e-09	
17.45	-0.0532207	7.75444e-09	
17.46	-0.0542745	7.63899e-09	
17.47	-0.0553293	7.52526e-09	
17.48	-0.0563851	7.41323e-09	
17.49	-0.057442	7.30286e-09	
17.5	-0.0585	7.19413e-09	
17.51	-0.059559	7.08703e-09	
17.52	-0.0606191	6.98151e-09	
17.53	-0.0616803	6.87757e-09	
17.54	-0.0627425	6.77518e-09	
17.55	-0.0638058	6.67431e-09	
17.56	-0.0648701	6.57494e-09	
17.57	-0.0659355	6.47705e-09	
17.58	-0.067002	6.38062e-09	
17.59	-0.0680695	6.28563e-09	
17.6	-0.0691381	6.19205e-09	
17.61	-0.0702078	6.09986e-09	
17.62	-0.0712785	6.00905e-09	
17.63	-0.0723503	5.91958e-09	
17.64	-0.0734232	5.83145e-09	
17.65	-0.0744972	5.74463e-09	
17.66	-0.0755722	5.65911e-09	
17.67	-0.0766483	5.57485e-09	
17.68	-0.0777255	5.49185e-09	
17.69	-0.0788038	5.41009e-09	
17.7	-0.0798831	5.32954e-09	
17.71	-0.0809636	5.2502e-09	
17.72	-0.0820451	5.17203e-09	
17.73	-0.0831276	5.09503e-09	
17.74	-0.0842113	5.01918e-09	
17.75	-0.0852961	4.94445e-09	
17.76	-0.0863819	4.87084e-09	
17.77	-0.0874688	4.79832e-09	
17.78	-0.0885568	4.72688e-09	
17.79	-0.0896459	4.65651e-09	
17.8	-0.0907361	4.58718e-09	
17.81	-0.0918274	4.51889e-09	
17.82	-0.0929198	4.45161e-09	
17.83	-0.0940133	4.38533e-09	
17.84	-0.0951078	4.32004e-09	
17.85	-0.0962035	4.25573e-09	
17.86	-0.0973002	4.19237e-09	
17.87	-0.0983981	4.12995e-09	
17.88	-0.099497	4.06847e-09	
17.89	-0.100597	4.00789e-09	
17.9	-0.101698	3.94822e-09	
17.91	-0.1028	3.88944e-09	
17.92	-0.103904	3.83154e-09	
17.93	-0.105008	3.77449e-09	
17.94	-0.106114	3.7183e-09	
17.95	-0.10722	3.66294e-09	
17.96	-0.108328	3.6084e-09	
17.97	-0.109437	3.55468e-09	
17.98	-0.110547	3.50176e-09	
17.99	-0.111658	3.44963e-09	
18	-0.11277	3.39827e-09	
